eigenCoordinates,labels
"[-32.66679491706201, -66.03964756840303, -0.4167673202612576, -42.44509236273507, 11.763384982016952, 31.02860819966544, -6.978476078608997, 14.802084291658165, -76.11339380419696, 20.600053263396166, 64.98133516574225, -71.23855345113591, 42.23559565007826, -3.103022430468775, -20.183963918140048, -1.7377288515039702, -42.497757676531954, 67.30557206584223, -6.291399195477585, 10.323046053616636, 97.45426867027487, 15.01779702926249, -56.423844608635505, 32.93097467939702, 2.9451412902427414, 9.281410357720578, 1.650376759983164, 45.83730446604525, 9.502627848777692, 9.836295429503306, -22.710578167566123, 25.606502782025753, 26.600548315693196, 33.404736241044446, -7.971723147978762, -11.785728615827345, -5.048167173852658, -69.88083883773831, -74.75630160001097, 48.09995774806553, 8.635688600253781, 15.8283375766019, -103.11694307013558, 54.44491026408197, -14.402095137342002, -10.894349583468292, 8.089793242027394, 9.038193384061952, -33.078336291022225, -0.06641019746404453, -24.944102833443136, -1.898421575421123, -114.90087225982683, 25.81969844282095, -68.3211213258225, -4.530271431348048, -11.894861531916343, -28.603191459295566, -35.33202724917402, 36.383212105731495]",person26
"[103.38824490009893, -16.82093231676722, 57.65960567577635, 4.87385483593328, -31.414532149610373, 65.08735030500488, 43.28022009879011, -16.815567214573733, -43.83614737372387, 67.91848861787956, -68.23139275571019, 30.64192135348607, 2.1964574354743887, 53.89034471995325, 17.105757758098832, -45.724385548841084, 16.06555316611182, -16.974179705772546, -80.8971136347958, 56.9468226861893, 58.374111543783826, -9.405421539968774, 16.071985980190075, 80.75897222852306, -33.48904577860597, 19.50307643914082, -30.022909939489768, 71.64760451449168, 14.130638389239987, -41.99822393877693, 17.383040966885346, 33.10028513982893, -39.05621646404864, 41.18266080997025, -42.606818679087326, 0.9639452032862481, 8.261735133878382, 84.19584033577748, -113.98995644755371, 61.39566928175988, -14.126887773167354, -18.5671594564806, -15.954934336886637, -4.061569079431123, -2.9580212572458144, -36.1075155616036, -9.489930915730662, -26.996172369184947, 132.08257768661713, -12.109098104982685, 47.05744206815828, -20.7682603771124, -0.8672416219722958, -10.848068935570574, 56.09930064808083, -23.893464125226394, -5.772095628263909, 2.1048713068954967, 40.17734616719369, -56.9975979520565]",CL
"[-37.379824004318664, -138.34771194494715, 22.780334417581287, -115.95975199867968, 6.777732076375415, -2.636668349150895, -43.63949021049541, -25.323237256541994, -99.7525690152628, 3.098046744777074, -12.310496273598908, 12.1905414155882, -77.35640246925931, -163.79669628715183, 36.40700699736197, 47.029282927021406, -96.10567567700227, -3.5325603379945676, -64.65910304459535, -11.599762915592281, -38.26292762209339, 18.196382510004756, 51.547821275592945, -28.214548610147702, 15.47061113069542, 25.385342897670977, -38.67292101252155, 2.8684130010911284, -37.233274108245844, 116.93792154927695, -22.975684688047835, -143.41156184162463, -3.5717664598370114, 7.377380835159908, -25.037763008860015, -115.04957658834024, 51.5536411927653, 36.19774614722511, -69.05334180317905, 42.37985581235503, 1.2088923075848292, 12.341365499551621, -48.022544965831756, 42.109508751760316, -93.26435313449915, -98.10196024349554, -25.668098420258872, 56.34033387647171, -39.242874557738546, 24.583139693128633, -35.86827644637237, 62.29196199234087, -90.53277407239615, 30.123187662611176, 34.414962261018374, 54.9266647063769, 87.71288523176979, 75.2307187110091, 3.1592512670109887, -5.330389885025662]",person28
"[-82.0999122623661, -74.88702649104748, 58.25960748781794, 66.6587473533031, 71.4431640884574, 13.80356545501931, -70.5286575029431, -6.078854638341003, -70.87373673923749, -54.88999926103732, 75.17966522256441, 60.164483007059005, -39.37045508374442, 23.246698169405647, -28.259760307566935, -7.755985421731527, 16.023514730830275, -115.6417032829749, 8.629142144552343, 39.535606823133925, -87.9511179692886, -104.90133537930569, 35.31834045442818, -32.93801483086443, -101.4330452187671, -72.13089889990022, 4.147583415010345, 81.60272207127937, 1.9301496884624232, 31.48672667052129, 88.40705701889635, -86.3550312996613, 5.0398003694899955, 43.08249474512309, -9.921753006056647, -28.70230821078321, 62.219064808598766, -158.78488643900826, -17.36150751410314, 95.06042840639341, 57.214290359249986, -61.264985050547104, -86.34850199516289, -13.673915019727712, 44.33934175197421, -48.69162858973238, 44.845622632719994, -21.673341884275764, 47.10556306430732, 48.07972687756026, -7.882438093739054, 10.925376445349851, 75.01027775893692, 22.749600480414497, 72.48766044910266, 73.96694363203278, 12.210520077350369, 5.919327334809424, -18.858157961559105, -65.65719540819747]",person42
"[-14.276398790991182, -48.628823496010426, -12.814826864074425, 101.17914424835175, -45.592809674476854, -15.79186078120953, 33.865728377472216, 31.97016428943543, -74.76892631071141, 54.14760807875196, 104.2080769054792, -33.70232424679508, -17.075149766930217, -80.08057862171458, -145.55482130560245, -92.55066894122326, -44.87232889430835, 34.99974459681516, -54.83536254568099, 17.24521040570242, 6.516012809024851, 45.94994380807191, -81.13734979344308, 42.321110549624535, -81.60285318980095, 12.430272781201136, 5.222002538969122, 1.6606250555474347, 54.332138044332794, 11.306817285130887, 64.16810654400017, 11.922882374551875, -18.92549262412966, -44.787967073804, -33.28144162246339, -46.374469868094124, 29.66555179977096, -155.7569481869953, -23.436104710628186, 74.16816213942903, -28.046133671271825, 26.275262171556044, -15.518152133469496, -45.93253680327639, 60.28333854080756, 46.591663886008504, 9.18456907013985, -74.18637988691287, 17.92889014945731, -27.106315960086924, 61.01748787353631, 21.69446595884399, -19.327998614393675, -16.95129060874366, -25.364181313731564, 13.32238783348873, 37.43960203799552, -38.90199556313834, 49.97450525556373, -11.377841716223864]",person63
"[57.30681454443115, -36.03440958330353, -24.930748068845105, 24.381091118464845, -15.318819393617236, 11.915891864740349, 114.49036712290467, -15.48169175062623, -67.66398338913811, -6.155667391849555, -80.07492291379586, -0.6938891485862122, -1.481269818951077, -65.95079931567965, -75.1297257445923, -7.908910941597366, -62.34192958300726, 4.843177154025122, -9.527913956284422, -11.556283607542472, 24.330382494803484, 59.5052448079837, -41.90985329784691, -18.09419722912879, 83.28689625620878, 74.11754186195385, -20.966406001225867, -12.477778738357745, 59.3521779454974, 7.797969474154765, 15.119166953100589, 48.510939060615804, -7.334604989560038, -8.317249537942395, -1.3584664167318783, -0.5127386416556092, 40.43390732583004, 6.913854827944167, -9.83214894887336, 21.250631921297202, -39.9060456813361, 23.631699137657954, -45.40990088877129, -17.155094078558918, 28.64460703604527, -1.793515103334876, -44.923584939642154, 34.151926920956804, 95.7279343493849, 51.99910355486419, -3.1462398983482522, 31.213293506617674, -82.99347484168763, -21.57164776836223, -22.459604374499897, -115.24792859788712, 52.98961248014397, 16.054006370045066, 23.905587452952005, 61.92427918176357]",person64
"[-126.94620459390666, -42.12514971086182, 134.0038262803571, 72.18719121798631, 83.7344616966214, 39.070650213417714, -18.051439476620192, -4.622351290808865, -139.47657446952948, -48.754827974051054, 22.943553059738527, 41.891536484889556, -23.71269965875402, -33.67002101008502, -43.68373730011912, 30.492181433708254, 5.7042290952766415, -98.55881642694156, -53.439356656886574, 34.53404955164983, -87.25833214652386, -116.58515940691967, 47.343817632095764, 55.764298389615185, -87.40960792949744, 1.5356266468038058, -5.584699583889719, 82.83401487617164, -22.630554280018643, 56.117678039324346, 82.99960588852962, -92.73054019550108, 27.125390432220208, 63.546483029900855, -84.92135763276326, -37.13910928953765, 121.81117771564394, -181.69220299547226, -72.75673292264973, 41.16150075967094, -7.579189190617203, -46.1974659529634, -43.88772673716638, -39.27364131592065, -10.67597830840662, -124.22557147647686, 96.36268142364393, -36.995057374599995, 59.75159538292394, 109.44837215316625, -18.126893551433625, 16.213612266920652, -19.77188558819853, 29.109573934143956, 50.72331887479038, 7.55853514744639, 55.829243933761084, -1.7598445242458212, -4.046682304984487, -75.03350810446564]",person3
"[-26.4971758215432, -131.98320021777198, 124.5843499310435, -67.72634147939067, 16.834001941133423, 78.0781649425638, 13.256890122884066, 14.739741653870302, -97.76694781765401, -81.0277281360183, -53.16355863164728, -4.364023030455652, 22.716879180206682, -82.31437162142812, -9.988664968153744, -5.601284373798396, -39.74410073380213, -9.163207346805875, -63.12776411404214, 45.39231658838475, 5.927788764902083, 12.722760612375815, -9.543888292611328, 94.30719597599854, -20.16665033438594, -31.534429554126767, -52.7644293910651, 60.28454855386937, 8.294161492540002, 51.34501762368004, -11.541697076601356, -29.20155654360324, 29.361813503606736, 26.02131197984333, -59.807225199528354, -4.621759003293861, 37.48161785157499, -40.8802739534343, -94.94538580705404, 44.11244302742955, -38.6881554727415, 1.7924450054280996, -65.95322156204604, -55.697368688536734, 54.0940548115577, -56.21013576094806, 55.91481983793065, 85.68418446121849, 120.90412231523455, 71.65510683244389, 90.96634682083248, -19.219354818088767, -8.32506617655225, 50.853712084526656, 68.72161032697534, -5.556532883780058, 57.93549454514301, -3.723798428371069, 96.70651205845914, -63.16339039697117]",person19
"[21.68163928277821, -121.35992627176711, 74.18599817918134, 84.3022614712734, 73.08540253190431, 43.430446522949175, -25.4991647297362, 94.16973871258435, -67.11931165478626, -95.21210252606312, 70.05797667043844, 100.70260313531406, -30.390077268010337, 71.00175700987963, -30.222942114550897, 53.43122688775727, 55.66762905006463, -148.2343570628326, 43.63272956657066, 1.159096272944936, -46.9610981857829, -111.32210519943588, 63.22318528213312, -5.009101057287751, -166.13566211600858, -63.24619037445586, -77.82972991205267, 62.820118870389834, 69.90050213935635, 49.7504570606048, 70.17145239124457, -30.501208892274775, -34.487302348351065, 76.625171681539, 93.83804020791021, -6.976481245017446, -54.65795274807302, -63.70744818086099, -40.35209266528741, 72.06903552999421, 97.06238600076622, -29.75087656069742, -92.26872590348746, -90.58865481934532, 131.71024231701097, 33.18666399475065, 49.70976697586592, 12.962580177128224, 235.6354124617198, 58.22134620674059, 16.072829878235154, -7.159641344439905, 102.75222217509106, 18.260224752854622, 53.20950450459165, 43.967057030285964, -6.132710293702139, 46.81559106204038, -42.256334316189616, -16.55068854095125]",person73
"[-61.051688167943055, -122.85204969581228, 79.26075478362252, 62.62929118672978, 47.155601168098336, 8.543762383099981, -31.394254497078634, 30.46192623055906, -40.7518206597888, 17.6041667380403, -8.877211096044665, 106.53209706993502, -19.714032030644667, 130.0836530940037, -46.084838831655475, 13.491868922065402, 55.66097522425926, -115.77624754623886, -21.792083673575824, 15.688433746794125, -95.72311305655151, -64.29774638451434, 49.68808085211634, 24.734655430065047, -56.4291009173408, -54.7784163241794, -40.82736294955217, 89.83394080211261, 20.079374279757285, 96.56555353828422, 115.1422944571441, -110.76063760005573, 7.9639442709463, 12.55120701782339, 72.47636462199414, -19.275091472339614, 53.812655677108296, -130.58826221741197, -15.077190973170602, 116.74737629732093, 63.489712914447914, -15.011843361211113, -129.59188332591725, -4.183552390446376, 95.83408837200608, -94.02348015402708, 42.42266282828983, 29.946633878498233, 165.46197393560692, 17.510948520491713, 0.5213025777457272, -1.5787232987824362, 36.513718532253534, -20.639156983169258, 140.82089944331267, 116.37535224067051, 72.29479286416095, 16.71129404408188, -15.46657790317169, -37.88911719033915]",person9
"[-61.907492763967795, -24.040674088769308, 69.9528571427842, 12.643093014965011, 73.18144431169243, 146.17693530952033, -32.63600141120571, 35.091048690635, -90.63483252713357, 32.38609624186514, 73.9073028518369, 134.28246557105192, -4.8487677193232575, 0.11614340088603825, -9.965807898177673, -27.44322430039145, -52.05354577655923, -105.43681329804602, -28.921118654162896, 73.38342576217238, -27.567835713792, -30.87976905332209, 45.60817797515702, 62.187399119922816, -119.57630868596198, -113.72169286256764, 28.287019029616975, 5.272810219511861, 79.73292659518779, 45.03715949684383, 108.15814976306218, -83.1696616650544, -25.794917765881465, 100.57451576473653, -65.16443193748309, -27.22973196134784, 46.23032916034055, -77.73019182912284, -71.89186698433315, 83.09389070085606, -41.46659452636466, -36.16964490342415, -22.072445799889884, -76.32663191213749, 59.88152936137232, -48.26311359055045, 15.245208868226552, -32.62598623037412, 99.23007649440977, 35.01435062646773, -29.342089114977796, -45.8017275231665, 59.550286078819525, 34.78976722566489, 52.66042923564968, 97.93073831996993, 33.95387732715861, -4.432246559369863, 115.15417073624187, -54.90082419029859]",person76
"[-63.827605611283715, -96.8303633595286, 10.897370214404962, 15.841263343987777, -2.2132518044135416, 32.74408342939354, -12.86910231169653, -17.89694122841849, -110.86652625587082, 9.52054529951397, 73.49620722952197, -19.55132548042257, 34.323731349256484, -21.642340441907997, -32.3629566434536, -10.428179849620669, -57.96130309579768, 26.34888745154535, -40.278284720099435, -19.03929914516891, 40.30164592049022, 5.7329756666504395, -12.918906657980251, 55.809178283569445, -52.01639697149443, 2.217909356817911, 8.443627640704754, 3.3238832708066237, 23.666665077603106, 105.33187779378481, 36.73234854148605, -59.68390681647169, -15.053580721063675, -21.718602794949962, -26.997118761282273, -98.49050150421465, 89.30131790063754, -129.36242342780295, -104.05871638856232, 82.42491513522421, 35.68216914532449, 12.792364869457185, -60.67677252519799, 43.96993014848868, -6.935613771122519, -47.87023171202368, -58.20239685698257, 61.11762583118127, -12.968834759767859, 4.5275875207493215, 28.48068685424497, 21.901577814173397, -81.7647492196686, 78.22199700602985, 45.720219191471045, 32.607076130517775, -12.616535858082726, 16.992025555646187, 22.305415027924084, -44.879243420174184]",person71
"[-96.70233307072368, -72.01893161468092, 115.62588517630735, -5.265457030424981, -38.40830641982958, 3.3953795525029147, -55.05113050856475, 88.97969729313651, 38.60007185597831, -27.910392369099597, 35.34464745291878, 94.4943838422307, -16.940665660929852, 196.67525170055092, 11.1485986323792, 21.82669582326236, 53.64664511965658, -177.66548293264, 116.28055170744527, 91.61962246518284, 1.2429900453140448, -123.53580933538085, 124.93446838532513, 48.48907094162994, -155.08267014323738, -137.29491321329004, -40.50137295658055, 82.81775838770088, 52.871307914496875, -86.17740598918112, 109.03273459774115, -95.18445466106061, -38.33308475747526, 56.62121140039647, 32.250374821500074, -28.81024786841786, -31.013242146000994, -76.20882564879501, -11.86071124754831, 75.23762413117552, 61.32622153965384, -8.514633108826775, -10.822855773539914, -59.68529373510463, 77.47690807239155, -73.58130427781234, -36.181465346969574, 19.88752455967729, 196.4482129121249, 53.426660275743444, -57.81777937220958, -36.447801475233575, 23.84884963028641, 47.29990717269775, 50.15443183569266, 64.64722163178054, -42.66894551259418, 47.259860107652244, 43.880130656732305, -126.25961345949884]",person5
